,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
79704,2.0,coupé,2001,manual,190,astra,150000,gasoline,opel,0,66620,150.0,2411
96251,1.2,small car,2010,manual,84,aveo,150000,liquefied petroleum gas,chevrolet,,41844,240.0,3458
76208,,small car,08,manual,58,clio,100000,,renault,0,56072,,1911
8080,,limousine,2002,manual,116,3er,150000,gasoline,bmw,0,1833,240.0,4145
48102,,,2000,manual,101,beetle,125000,gasoline,volkswagen,,66740,150.0,1819
87169,,convertible,2003,auto,41,fortwo,150000,diesel,smart,0,52349,180.0,2184
95615,,station wagon,2011,manual,101,clio,80000,gasoline,renault,0,52428,350.0,6961
56374,1.6,limousine,1998,auto,101,passat,150000,gasoline,volkswagen,0,18069,200.0,3185
82868,,other,2000,manual,128,ducato,150000,diesel,fiat,,53119,80.0,4322
45297,,,2000,manual,60,polo,150000,gasoline,volkswagen,,38465,,455
92674,2.0,limousine,2011,auto,265,golf,60000,gasoline,volkswagen,0,72768,1450.0,18654
43744,,convertible,1999,manual,101,golf,150000,gasoline,volkswagen,0,61276,60.0,1355
10132,,coupé,1994,,0,andere,150000,gasoline,mercedes_benz,1,68239,100.0,910
73649,1.2,,2016,manual,60,panda,90000,gasoline,fiat,0,73540,,3640
57220,2.3,,2015,auto,170,golf,150000,gasoline,volkswagen,1,33161,160.0,2093
22294,,,2010,,0,altea,90000,gasoline,seat,,85049,600.0,10010
51324,,limousine,2002,manual,129,c_klasse,80000,gasoline,mercedes_benz,0,56812,320.0,4554
7344,1.6,limousine,1998,manual,101,astra,150000,gasoline,opel,0,98693,40.0,1365
38521,,,2016,manual,90,andere,90000,diesel,volkswagen,0,28329,,2639
44154,,small car,1998,manual,54,corsa,125000,gasoline,opel,0,32423,90.0,819
71683,2.0,bus,2005,manual,150,touran,150000,gasoline,volkswagen,0,55618,370.0,5733
53106,,limousine,1973,,0,andere,100000,,alfa_romeo,0,55424,2090.0,15288
93642,,limousine,1998,manual,0,5er,150000,gasoline,bmw,1,65197,140.0,809
55618,1.6,small car,2008,manual,101,fusion,70000,gasoline,ford,0,66793,200.0,5869
9854,1.4,station wagon,2013,auto,150,ibiza,60000,gasoline,seat,0,53359,360.0,11375
39181,8.2,station wagon,1998,auto,178,e_klasse,150000,gasoline,mercedes_benz,0,45892,70.0,1365
28515,,limousine,1996,manual,90,carisma,150000,gasoline,mitsubishi,0,46499,60.0,819
17578,,,2008,auto,510,m_klasse,70000,gasoline,mercedes_benz,0,65232,1600.0,35399
46743,,,2016,manual,109,b_klasse,90000,diesel,mercedes_benz,,56477,,11375
47567,2.0,bus,2006,manual,170,touran,150000,diesel,volkswagen,0,26441,360.0,4595
1595,1.9,bus,2002,auto,110,sharan,150000,diesel,volkswagen,1,15370,240.0,2275
10163,,,2016,manual,116,focus,150000,,ford,0,26197,,1228
70647,,limousine,1997,auto,105,vectra,150000,,opel,,58644,,500
86898,,,2012,manual,0,xc_reihe,150000,diesel,volvo,,65197,1030.0,15014
44514,3.0,station wagon,2003,auto,207,laguna,150000,gasoline,renault,0,65205,130.0,2320
19671,1.6,station wagon,2009,manual,105,golf,70000,diesel,volkswagen,0,22844,690.0,8508
91816,1.8,limousine,2008,auto,160,a4,125000,gasoline,audi,0,72762,670.0,11829
15908,,small car,2003,manual,75,polo,150000,gasoline,volkswagen,0,42349,40.0,909
68288,,bus,2006,auto,136,b_klasse,150000,gasoline,mercedes_benz,0,44805,340.0,5096
29687,2.8,limousine,2003,auto,193,passat,150000,gasoline,volkswagen,0,74076,220.0,3003
40682,2.2,station wagon,2003,auto,155,signum,150000,gasoline,opel,0,48455,120.0,2184
55593,,convertible,2005,manual,109,2_reihe,100000,gasoline,peugeot,0,63452,230.0,3639
28673,2.2,limousine,2001,manual,144,omega,150000,gasoline,opel,0,95163,80.0,1314
86364,,limousine,2004,manual,218,5er,150000,diesel,bmw,0,67105,500.0,5642
21666,,limousine,2006,manual,179,a6,150000,diesel,audi,0,1877,1350.0,14469
79034,,limousine,2001,auto,218,,60000,gasoline,mercedes_benz,0,55566,510.0,7735
23197,1.8,convertible,2004,manual,163,a4,150000,gasoline,audi,0,54441,280.0,7462
34126,,small car,1998,manual,0,,150000,gasoline,ford,0,48231,,455
77491,,station wagon,2000,auto,194,passat,150000,gasoline,volkswagen,1,72488,400.0,4550
33450,1.9,limousine,2004,manual,105,golf,150000,diesel,volkswagen,,71229,220.0,4186
97765,,limousine,2009,auto,231,e_klasse,150000,diesel,mercedes_benz,0,47877,1150.0,16289
60417,,small car,2014,manual,90,clio,30000,gasoline,renault,0,64584,760.0,11829
38059,1.6,limousine,1997,manual,75,golf,150000,gasoline,volkswagen,0,97842,70.0,773
56660,1.4,small car,2007,manual,86,ibiza,100000,gasoline,seat,0,21509,510.0,4504
17939,,small car,2008,manual,75,colt,150000,gasoline,mitsubishi,0,44379,130.0,2639
68220,2.5,station wagon,2004,auto,163,a6,150000,diesel,audi,0,4808,340.0,5005
37079,,small car,2001,manual,101,a3,150000,gasoline,audi,,30167,30.0,1456
54939,,,2000,,0,golf,100000,gasoline,volkswagen,,86928,220.0,3094
49457,2.0,convertible,2000,manual,116,golf,150000,gasoline,volkswagen,0,23564,180.0,2957
29492,,limousine,2004,manual,150,,150000,diesel,renault,0,52222,160.0,2730
88662,,convertible,1997,manual,160,andere,150000,gasoline,honda,1,54649,330.0,1820
43372,1.4,small car,1997,manual,60,corsa,150000,gasoline,opel,,46238,50.0,955
48151,,bus,1999,manual,88,transporter,150000,diesel,volkswagen,0,34396,500.0,5915
2893,,coupé,1982,auto,218,6er,150000,gasoline,bmw,0,33378,670.0,8736
65336,,convertible,2000,manual,193,clk,150000,gasoline,mercedes_benz,0,51143,240.0,4550
44825,,limousine,01,auto,150,3er,150000,diesel,bmw,0,83059,,3549
95139,,small car,2004,manual,80,corsa,150000,gasoline,opel,,6114,160.0,1547
62516,9.2,limousine,00,manual,75,megane,125000,gasoline,renault,0,1156,,682
14683,1.4,small car,11,manual,87,corsa,30000,gasoline,opel,0,86609,,7234
88332,1.6,limousine,2014,manual,115,astra,5000,,opel,0,91522,1110.0,12285
11947,1.8,bus,2007,manual,125,c_max,125000,gasoline,ford,0,59556,340.0,5369
72206,1.8,limousine,2002,manual,224,andere,150000,gasoline,audi,0,9131,470.0,8645
6504,,,2016,manual,75,transit,150000,diesel,ford,0,46282,,2138
73178,,coupé,2008,manual,90,astra,125000,gasoline,opel,,70188,200.0,3458
82736,,bus,05,manual,0,galaxy,150000,diesel,ford,,12051,,3630
27792,,small car,1999,manual,60,andere,150000,gasoline,citroen,0,45472,40.0,864
14569,,limousine,2003,auto,224,e_klasse,150000,gasoline,mercedes_benz,0,22119,410.0,7234
59415,,small car,2001,,41,fortwo,150000,diesel,smart,0,30161,90.0,1001
22504,1.2,small car,03,manual,64,polo,150000,gasoline,volkswagen,0,4680,,1410
48283,,limousine,2000,manual,107,megane,150000,gasoline,renault,1,78606,40.0,546
34450,,,2005,,0,andere,150000,gasoline,honda,,55130,660.0,5460
50535,,convertible,1995,auto,231,sl,150000,,mercedes_benz,0,26529,1080.0,13604
5030,,station wagon,2001,auto,243,andere,150000,diesel,audi,0,51377,210.0,3048
93669,2.0,convertible,2008,manual,200,tt,125000,gasoline,audi,0,65510,700.0,12285
84684,2.7,station wagon,2006,manual,179,a6,150000,diesel,audi,0,74889,720.0,9099
57298,,limousine,2001,manual,101,a3,150000,gasoline,audi,0,59073,210.0,2593
78764,1.4,small car,2007,manual,80,fiesta,150000,gasoline,ford,0,85435,220.0,3503
15619,,small car,2008,auto,45,fortwo,90000,diesel,smart,0,37574,200.0,3367
24332,,station wagon,2001,manual,60,punto,150000,gasoline,fiat,,47441,40.0,955
84052,,small car,2000,manual,60,polo,150000,gasoline,volkswagen,0,72297,60.0,773
78182,,limousine,2006,manual,116,1er,150000,gasoline,bmw,0,33154,240.0,4823
21237,,convertible,1999,manual,101,golf,150000,gasoline,volkswagen,,49439,70.0,2093
52504,,limousine,2000,manual,231,3er,150000,gasoline,bmw,0,47829,220.0,5450
46012,2.0,,2016,manual,0,,30000,diesel,volkswagen,0,34121,,25389
36554,,station wagon,1996,manual,0,passat,150000,gasoline,volkswagen,,49681,60.0,1001
33569,,limousine,2002,manual,109,3_reihe,150000,gasoline,peugeot,0,27580,140.0,1547
65533,1.6,station wagon,2012,manual,112,berlingo,90000,diesel,citroen,0,23795,480.0,10000
25134,2.0,,2010,manual,163,i_reihe,60000,gasoline,hyundai,0,49757,200.0,11193
92994,,small car,2008,manual,68,andere,125000,gasoline,peugeot,0,55128,280.0,2548
14008,,,2016,manual,60,punto,150000,liquefied petroleum gas,fiat,,23560,,900
94997,1.6,,2016,manual,105,golf,30000,,volkswagen,0,13407,250.0,15060
84227,,bus,02,manual,0,andere,150000,diesel,fiat,0,79238,,1547
23591,1.6,limousine,2010,manual,116,astra,100000,gasoline,opel,0,32312,250.0,7234
14740,,station wagon,2005,manual,155,mondeo,150000,diesel,ford,0,29351,180.0,2001
33841,,limousine,2009,manual,116,1er,125000,diesel,bmw,0,80469,380.0,7507
36513,,limousine,1991,manual,90,golf,150000,gasoline,volkswagen,0,84549,70.0,727
42518,,small car,2000,manual,68,fabia,150000,gasoline,skoda,0,51702,100.0,1501
71781,,small car,2007,manual,73,1_reihe,30000,gasoline,peugeot,0,73116,140.0,4549
50370,1.4,bus,2007,manual,80,roomster,150000,diesel,skoda,0,41748,240.0,4258
77723,2.0,station wagon,2007,manual,170,octavia,90000,diesel,skoda,0,99947,420.0,9090
47953,,small car,2001,manual,55,andere,125000,gasoline,hyundai,0,66649,90.0,1228
54818,,station wagon,2008,auto,286,5er,150000,diesel,bmw,0,59519,900.0,17198
34001,,bus,2011,auto,140,transporter,100000,diesel,volkswagen,0,44807,950.0,21840
77870,,small car,1995,manual,102,3er,150000,gasoline,bmw,0,47839,70.0,1092
37222,1.6,limousine,2008,manual,101,focus,150000,gasoline,ford,0,35418,410.0,5915
95812,,,2016,manual,75,andere,60000,gasoline,hyundai,0,66482,,5596
54272,,small car,2006,manual,68,modus,150000,diesel,renault,,97688,50.0,2184
70116,,,2016,manual,105,a_klasse,5000,gasoline,mercedes_benz,0,45127,,1501
97860,,bus,2009,auto,145,andere,150000,diesel,renault,1,32791,700.0,6142
36252,,,2000,manual,101,a3,150000,gasoline,audi,0,32469,80.0,773
92021,1.1,small car,07,manual,65,picanto,90000,gasoline,kia,0,37130,,2821
17587,2.0,station wagon,2013,manual,184,octavia,60000,diesel,skoda,0,16816,840.0,21385
31144,1.6,small car,2000,manual,105,golf,150000,gasoline,volkswagen,0,94160,190.0,1911
48675,1.1,small car,2004,manual,65,picanto,150000,gasoline,kia,0,41470,130.0,1501
19857,,station wagon,2005,manual,136,3_reihe,125000,diesel,peugeot,1,84028,430.0,5642
15059,,limousine,1999,manual,170,5er,5000,gasoline,bmw,0,32584,260.0,2502
57208,,,2016,manual,163,1er,150000,,bmw,0,88299,,5141
65449,,limousine,04,manual,231,3er,150000,gasoline,bmw,0,38116,,4995
75655,,limousine,2002,manual,80,stilo,150000,gasoline,fiat,1,87452,,500
17777,,station wagon,2004,auto,150,c_klasse,150000,diesel,mercedes_benz,0,55595,240.0,3640
37039,,limousine,1996,manual,122,c_klasse,150000,gasoline,mercedes_benz,0,45357,130.0,1810
3893,,limousine,1999,manual,75,astra,100000,gasoline,opel,0,65933,70.0,1274
48909,1.9,station wagon,2001,manual,116,golf,150000,diesel,volkswagen,0,93047,180.0,1820
68350,,bus,2010,manual,163,vito,150000,diesel,mercedes_benz,0,67681,870.0,14559
64157,1.4,limousine,08,manual,80,golf,125000,gasoline,volkswagen,0,39126,,5733
32825,1.6,limousine,2005,manual,105,golf,150000,gasoline,volkswagen,0,63654,280.0,4459
1364,,station wagon,2000,manual,81,andere,150000,gasoline,mitsubishi,0,29614,70.0,636
52055,,limousine,2003,auto,0,e_klasse,150000,diesel,mercedes_benz,,50171,410.0,3639
30048,1.6,small car,2011,manual,105,polo,90000,diesel,volkswagen,0,42853,410.0,10738
32208,,bus,1998,,0,,100000,,sonstige_autos,0,4451,60.0,546
38652,1.8,limousine,2007,manual,140,civic,70000,gasoline,honda,0,88046,690.0,6724
84616,,,2016,,0,andere,125000,diesel,volkswagen,0,49477,230.0,7270
22561,4.2,limousine,1997,auto,299,a8,150000,gasoline,audi,1,59269,130.0,1274
76886,,station wagon,2006,manual,163,3er,150000,diesel,bmw,1,85354,840.0,6870
21148,,convertible,2007,manual,150,2_reihe,125000,gasoline,peugeot,0,24119,230.0,5824
73234,,convertible,2006,manual,241,andere,80000,gasoline,honda,0,65795,730.0,15379
58572,1.0,small car,1998,manual,54,micra,150000,gasoline,nissan,0,59759,60.0,772
77068,1.9,station wagon,2007,manual,131,megane,150000,diesel,renault,0,78054,270.0,2629
42218,,station wagon,2000,manual,150,5er,150000,gasoline,bmw,0,16303,100.0,2047
97579,,,16,manual,90,focus,150000,,ford,0,69168,,682
54047,2.0,station wagon,2012,manual,170,octavia,60000,diesel,skoda,0,82008,820.0,16835
41443,,small car,2003,manual,75,2_reihe,150000,gasoline,peugeot,0,49681,80.0,591
54632,,coupé,1987,manual,140,3er,150000,gasoline,bmw,1,78147,140.0,591
31977,5.0,,2005,manual,0,,90000,,fiat,,33729,60.0,819
76381,1.4,limousine,2005,auto,90,civic,70000,gasoline,honda,0,20537,500.0,5778
79735,1.8,limousine,2007,auto,150,superb,125000,gasoline,skoda,0,59427,370.0,8189
22687,,small car,2011,manual,102,andere,60000,gasoline,mazda,0,4159,120.0,6087
31124,,small car,2001,manual,103,fiesta,150000,gasoline,ford,0,32825,70.0,900
46086,,station wagon,2004,manual,0,octavia,150000,gasoline,skoda,,13357,240.0,2902
48714,,convertible,2008,manual,170,cooper,50000,gasoline,mini,0,37191,610.0,12603
57750,,station wagon,2001,manual,164,,150000,,mercedes_benz,,87629,190.0,1528
10150,1.6,limousine,2002,manual,110,golf,150000,gasoline,volkswagen,0,30880,110.0,2275
31706,2.8,limousine,2007,manual,280,vectra,100000,gasoline,opel,0,25335,800.0,11784
90976,2.0,station wagon,2002,manual,116,mondeo,150000,diesel,ford,1,48361,130.0,1219
42539,,limousine,2006,auto,177,5er,100000,gasoline,bmw,0,77654,370.0,12012
6127,,limousine,2005,manual,116,1er,100000,gasoline,bmw,0,30627,260.0,6142
65426,,station wagon,1999,manual,0,c_klasse,150000,diesel,mercedes_benz,,94315,60.0,1455
65606,1.9,bus,2004,manual,131,sharan,150000,diesel,volkswagen,0,12099,500.0,4550
82855,,station wagon,2004,auto,163,v70,150000,diesel,volvo,0,66113,270.0,4368
76008,,limousine,1991,manual,90,80,150000,gasoline,audi,0,94265,80.0,546
75645,,station wagon,92,manual,192,5er,150000,gasoline,bmw,0,1239,,1911
80859,2.4,limousine,03,auto,170,a6,150000,gasoline,audi,0,85049,,3630
56065,,limousine,2002,auto,150,3er,150000,diesel,bmw,0,12526,230.0,2639
72355,,bus,08,manual,109,b_klasse,150000,diesel,mercedes_benz,0,51766,,5687
27891,1.6,limousine,2012,manual,105,focus,60000,gasoline,ford,0,91052,370.0,10010
67753,,,16,auto,0,fortwo,90000,gasoline,smart,0,25421,,3640
11473,,,2016,manual,75,3_reihe,150000,gasoline,peugeot,,49429,,500
32835,,small car,1999,manual,60,punto,150000,gasoline,fiat,0,21337,70.0,773
42945,,limousine,1995,manual,71,astra,150000,gasoline,opel,0,31556,50.0,682
37471,,coupé,2000,manual,170,3er,150000,gasoline,bmw,,38104,430.0,4914
86712,2.2,limousine,2003,manual,125,vectra,150000,diesel,opel,0,24939,80.0,1592
48315,,coupé,2005,manual,355,911,90000,,porsche,0,32423,2900.0,36381
78189,1.5,convertible,2006,manual,109,colt,80000,gasoline,mitsubishi,1,53577,450.0,3639
56376,1.4,small car,2012,manual,90,punto,50000,gasoline,fiat,1,45888,440.0,3549
61879,,limousine,2014,auto,184,1er,40000,diesel,bmw,0,70597,1970.0,24115
97434,,small car,03,manual,60,punto,60000,gasoline,fiat,,96106,,1956
57569,,small car,2006,manual,80,fiesta,150000,gasoline,ford,0,41541,150.0,2229
12416,2.0,coupé,2010,manual,211,scirocco,150000,gasoline,volkswagen,0,38486,630.0,13377
25721,1.2,,2016,manual,102,golf,50000,,volkswagen,,45884,,11329
86407,2.0,station wagon,2007,manual,140,,150000,diesel,sonstige_autos,0,63814,260.0,3640
17355,1.6,bus,2003,manual,87,meriva,125000,gasoline,opel,0,27751,200.0,2184
73617,,station wagon,2003,manual,101,astra,150000,diesel,opel,0,26789,100.0,864
62173,1.6,limousine,1993,manual,75,andere,70000,gasoline,lancia,0,24536,150.0,2083
46927,,,2016,manual,193,3er,5000,,bmw,0,59065,,2820
78975,,bus,08,manual,125,zafira,150000,diesel,opel,,38228,,4459
96911,2.0,station wagon,2007,auto,170,passat,150000,diesel,volkswagen,0,38118,330.0,5733
6784,,small car,1998,manual,86,corolla,150000,,toyota,0,12435,70.0,819
92022,,limousine,2008,manual,200,golf,100000,gasoline,volkswagen,0,38173,320.0,9090
13230,,convertible,03,manual,170,andere,150000,gasoline,audi,0,47918,,7689
29745,,station wagon,2008,manual,101,focus,150000,gasoline,ford,0,6667,340.0,3958
92998,,coupé,2002,auto,343,m_reihe,150000,gasoline,bmw,0,44653,1010.0,13195
77848,2.0,limousine,1992,manual,116,80,150000,gasoline,audi,0,91785,100.0,1365
17966,,limousine,2003,,0,golf,150000,diesel,volkswagen,,51065,140.0,1729
89287,,,2016,auto,0,e_klasse,150000,gasoline,mercedes_benz,0,58099,,1810
35302,,other,2009,manual,120,andere,100000,diesel,peugeot,,30823,370.0,8008
40746,2.0,bus,2011,manual,140,touran,125000,diesel,volkswagen,0,21079,940.0,12649
54167,,station wagon,2004,auto,155,signum,20000,gasoline,opel,0,89520,200.0,3139
14206,,small car,2000,manual,55,arosa,150000,gasoline,seat,0,44628,170.0,1820
80394,1.6,limousine,2012,manual,131,qashqai,80000,diesel,nissan,0,85609,940.0,14105
40084,2.0,station wagon,2007,auto,140,touran,150000,diesel,volkswagen,1,44652,640.0,6370
82880,1.6,bus,2002,manual,107,scenic,125000,gasoline,renault,0,12047,100.0,1774
77807,,other,1997,manual,75,andere,150000,diesel,volkswagen,0,4617,390.0,6370
42308,,,2000,manual,75,golf,150000,,volkswagen,,28327,70.0,1355
28294,,station wagon,2006,manual,231,5er,150000,diesel,bmw,0,45473,620.0,10009
54172,,station wagon,2007,auto,140,a4,150000,diesel,audi,1,97478,520.0,4550
65196,1.4,small car,2006,auto,80,andere,90000,gasoline,mazda,0,47445,190.0,3594
77126,,station wagon,2002,manual,107,3_reihe,150000,diesel,peugeot,,87700,160.0,2002
58294,,limousine,1994,manual,115,3er,150000,gasoline,bmw,0,72475,80.0,1365
43290,,bus,1991,manual,62,transporter,150000,diesel,volkswagen,,17235,30.0,546
98370,,coupé,2000,manual,192,clk,150000,gasoline,mercedes_benz,0,60326,170.0,2275
13867,1.6,small car,1999,manual,101,golf,150000,gasoline,volkswagen,0,59067,120.0,1774
79245,1.7,,2016,,92,andere,150000,,mercedes_benz,0,19089,,1274
49313,,small car,2002,manual,0,fiesta,150000,diesel,ford,,49453,90.0,1001
31673,,limousine,2011,manual,0,golf,60000,gasoline,volkswagen,0,26721,450.0,8554
66825,2.0,limousine,2006,auto,140,golf,150000,diesel,volkswagen,0,46047,420.0,5414
19755,,convertible,1973,manual,101,andere,30000,gasoline,porsche,0,63741,2720.0,21749
47766,1.6,limousine,99,manual,100,golf,150000,gasoline,volkswagen,,31275,,1774
41950,,small car,01,,0,,5000,gasoline,nissan,0,41236,,864
17083,3.0,limousine,2002,auto,215,andere,150000,liquefied petroleum gas,lancia,1,50259,140.0,819
98352,1.9,limousine,1998,manual,68,golf,150000,diesel,volkswagen,1,54558,130.0,1082
13347,,,1995,auto,0,3er,30000,gasoline,bmw,1,67227,,500
79725,,bus,1999,manual,90,scenic,150000,gasoline,renault,0,67551,100.0,1092
90811,,station wagon,01,manual,66,focus,150000,diesel,ford,1,65527,,773
50470,1.6,limousine,2008,manual,105,bravo,125000,diesel,fiat,1,88316,460.0,3458
46690,2.0,station wagon,2003,manual,116,avensis,150000,diesel,toyota,0,73760,210.0,4049
52374,1.4,limousine,2004,manual,90,astra,90000,gasoline,opel,0,63179,250.0,3503
39530,,limousine,1994,auto,110,c_klasse,150000,,mercedes_benz,1,25436,100.0,1183
10016,,station wagon,2006,manual,131,4_reihe,150000,diesel,peugeot,0,74906,160.0,3185
98195,1.8,limousine,2005,auto,125,astra,125000,gasoline,opel,0,88279,190.0,4049
97089,,small car,2002,manual,63,andere,150000,diesel,fiat,0,20539,70.0,1274
25026,,coupé,1998,auto,218,clk,150000,gasoline,mercedes_benz,0,61137,400.0,2684
50856,,limousine,2005,manual,250,golf,150000,gasoline,volkswagen,,6484,580.0,7279
9888,2.0,limousine,1994,manual,116,80,150000,,audi,,94556,,455
87843,,limousine,1999,manual,107,laguna,150000,gasoline,renault,1,32257,150.0,505
49544,1.2,small car,2001,manual,79,punto,150000,gasoline,fiat,0,97688,60.0,728
12741,,limousine,1999,manual,75,andere,125000,gasoline,peugeot,0,75175,70.0,1456
96739,2.8,station wagon,2007,auto,210,a6,150000,gasoline,audi,0,38304,840.0,9555
33514,1.8,coupé,2008,manual,170,a5,100000,gasoline,audi,0,72202,770.0,15197
69656,1.8,convertible,1998,manual,75,golf,150000,,volkswagen,0,38159,70.0,1274
35771,1.4,small car,1994,manual,55,polo,150000,,volkswagen,0,95126,80.0,546
60940,,coupé,1983,manual,105,andere,5000,,alfa_romeo,,21337,190.0,2275
32312,3.0,convertible,1997,manual,192,spider,150000,gasoline,alfa_romeo,0,50374,260.0,3630
9007,,station wagon,2012,manual,75,fabia,100000,diesel,skoda,0,44894,320.0,6360
75730,2.0,bus,2007,auto,140,touran,150000,diesel,volkswagen,,6618,430.0,7279
81344,2.0,coupé,2011,auto,170,a5,150000,diesel,audi,0,92442,1130.0,15015
989,1.6,limousine,2001,auto,102,golf,40000,gasoline,volkswagen,0,24226,150.0,3639
24430,,limousine,1992,manual,75,vectra,70000,gasoline,opel,0,45476,110.0,1638
79113,1.2,,2016,manual,69,polo,80000,gasoline,volkswagen,0,45661,,8099
23366,,small car,2007,manual,90,corsa,150000,,opel,0,47179,220.0,3185
92350,,limousine,2001,auto,224,s_klasse,150000,gasoline,mercedes_benz,1,49525,440.0,3822
12795,,,2016,,101,passat,5000,diesel,volkswagen,0,37581,,2457
52193,,limousine,2001,manual,50,polo,150000,gasoline,volkswagen,0,91438,140.0,1591
92360,,bus,1997,manual,113,andere,150000,gasoline,mitsubishi,0,59558,170.0,3185
50278,,limousine,2002,manual,0,156,150000,gasoline,alfa_romeo,0,86152,110.0,808
29805,1.6,bus,2008,manual,105,meriva,60000,gasoline,opel,0,4552,360.0,6178
21093,2.0,,2016,manual,128,cr_reihe,150000,gasoline,honda,0,24536,30.0,2638
60786,,limousine,1997,auto,279,e_klasse,150000,gasoline,mercedes_benz,1,44269,120.0,1137
1841,2.0,bus,2013,auto,140,touran,40000,diesel,volkswagen,0,10115,520.0,9555
92880,1.6,limousine,2005,manual,116,golf,150000,gasoline,volkswagen,0,88239,200.0,4540
22461,,limousine,1993,manual,120,c_klasse,90000,,mercedes_benz,0,24939,90.0,1820
87662,1.4,convertible,2011,manual,122,eos,50000,gasoline,volkswagen,0,57258,900.0,15151
18980,2.4,convertible,2002,manual,170,a4,150000,gasoline,audi,,22927,330.0,5459
5068,,bus,1995,manual,68,transporter,150000,diesel,volkswagen,0,13435,330.0,5005
45479,,limousine,2004,manual,107,astra,125000,gasoline,opel,0,88299,230.0,3958
77799,1.3,bus,2005,,69,combo,150000,diesel,opel,,32457,210.0,2730
44209,,station wagon,1998,manual,75,astra,150000,gasoline,opel,0,73441,100.0,909
45742,,small car,2013,manual,110,rio,50000,gasoline,kia,0,25358,820.0,12740
85483,1.4,station wagon,2007,manual,80,fabia,150000,diesel,skoda,0,71735,190.0,4049
74586,,small car,2001,manual,90,almera,150000,gasoline,nissan,0,47443,50.0,1046
30142,,small car,1993,manual,55,micra,125000,gasoline,nissan,0,61273,80.0,546
13254,1.8,limousine,2001,manual,179,a3,150000,gasoline,audi,0,79650,230.0,4094
39915,1.4,,16,manual,75,berlingo,150000,gasoline,citroen,,32423,,909
79949,1.6,limousine,2004,manual,116,golf,150000,gasoline,volkswagen,0,78239,230.0,3321
21839,,station wagon,12,manual,120,3_reihe,60000,gasoline,peugeot,0,4277,,7644
6990,1.7,,2016,manual,101,meriva,150000,diesel,opel,0,60433,,2002
57418,,,04,auto,220,andere,150000,diesel,land_rover,0,13357,,90090
52011,,limousine,2005,manual,163,3er,150000,diesel,bmw,0,66125,570.0,9099
4027,,station wagon,2010,manual,106,megane,80000,diesel,renault,0,21714,370.0,7077
54107,1.9,limousine,2003,manual,100,golf,150000,,volkswagen,,10719,120.0,1683
56049,,small car,1999,manual,0,corsa,150000,gasoline,opel,0,59555,80.0,545
11529,,limousine,2001,manual,116,mondeo,150000,diesel,ford,,27404,80.0,1182
92990,,limousine,08,manual,204,1er,150000,,bmw,0,45896,,11465
22813,2.0,convertible,99,,150,,150000,gasoline,bmw,0,84359,,5005
88878,,station wagon,2007,auto,170,e_klasse,150000,diesel,mercedes_benz,0,55118,150.0,2729
65929,,bus,2006,auto,125,c_max,125000,gasoline,ford,0,67271,370.0,5642
53978,,small car,2002,manual,75,golf,150000,,volkswagen,0,13086,180.0,1592
55908,,station wagon,2003,manual,0,c5,150000,diesel,citroen,1,39397,120.0,637
22635,,convertible,1997,manual,110,golf,150000,diesel,volkswagen,0,34560,90.0,1456
4788,,small car,2011,manual,184,cooper,70000,gasoline,mini,0,41466,450.0,11648
5917,,station wagon,2008,manual,75,,125000,,suzuki,0,31855,360.0,5005
56017,1.4,station wagon,2014,manual,122,golf,30000,gasoline,volkswagen,0,38302,1220.0,18109
71949,,bus,2010,manual,140,transporter,80000,diesel,volkswagen,0,63683,2050.0,26845
3045,,limousine,2000,auto,170,e_klasse,150000,diesel,mercedes_benz,0,70734,410.0,4459
52833,,small car,1999,manual,65,,150000,gasoline,opel,0,44379,60.0,864
8068,,small car,01,manual,145,sirion,125000,gasoline,daihatsu,0,66113,,910
63946,1.6,bus,2010,manual,109,c4,80000,diesel,citroen,0,59368,640.0,9099
89911,1.8,limousine,2015,manual,179,leon,5000,gasoline,seat,0,41539,1160.0,20019
25909,,convertible,2013,manual,105,,40000,diesel,volkswagen,0,66578,1070.0,18518
5601,2.0,limousine,2008,manual,140,a3,150000,diesel,audi,0,70372,460.0,5915
7244,1.6,limousine,2010,manual,105,golf,60000,diesel,volkswagen,0,40789,700.0,11820
26152,,limousine,2003,manual,80,fiesta,150000,,ford,1,26188,140.0,1365
47333,,bus,90,manual,98,,150000,gasoline,volkswagen,,31234,,2593
87705,2.2,coupé,2002,manual,147,astra,150000,gasoline,opel,1,65187,170.0,1820
78114,,small car,2002,manual,60,ka,90000,gasoline,ford,0,69126,20.0,1410
89579,2.0,bus,2005,auto,140,altea,150000,diesel,seat,0,49086,480.0,4095
46712,,station wagon,2007,manual,163,3er,125000,diesel,bmw,0,84160,750.0,12876
60143,2.0,bus,1998,manual,84,espace,150000,gasoline,renault,0,67659,70.0,773
7271,,station wagon,2000,manual,110,andere,5000,diesel,mazda,1,26131,70.0,682
42060,2.2,station wagon,2003,manual,155,signum,150000,gasoline,opel,0,87616,160.0,2720
22683,,limousine,2009,auto,136,3_reihe,100000,diesel,peugeot,0,88339,650.0,8099
88883,,limousine,1996,manual,75,golf,150000,gasoline,volkswagen,0,29525,,455
7257,,,2000,,0,a3,150000,gasoline,audi,0,6308,70.0,591
